id_review,name,review,rate
21.0,Leonard Yaslim,"Begitu dicolok langsung meledak, sangat membahayakan, kualitas buruk",1
22.0,f***2,"ane cukup tau ajalah...
Beli emg murah cm 4.400,,tp ya klo bisa sesuai deskripsi jd byk costumernya ,,masa ngecas kaga penuh² smaleman...
Tp ywdlah kualitas sesuai harga...",1
23.0,Angga Raksa,"harga murah makanya saya beli 4, namun kualitas barang jelek, berfungsi cuman 3 hari, produk langsung dikomplain sama pembeli, saya malu sama pembeli.",1
24.0,reza angriawan,tidak berfungsi. kualitas buruk. produk rusak,1
25.0,junaidi,seharusnya dicek dulu klo mau kirim.. saya beli bukan minta.. 1 barang cacad parah 1 barang lagi buat ngecas gak bisa kecewa bgt beli disini.,1
26.0,hasan,"Barang tidak sesuai gambar bukan samsung,pengiriman lambat,baru 1hari pakai langsung mati..sangat kecewa",1
27.0,S***o,"Sumpah. Jangan beli. Busuk barangnya. Beli 2 gak ada yg nyala. Dikirim juga yg udh pecah 1 biji. Klo pecah delivery pasti ada pecahannya didalem bungkusnya, lah ini engga... 

Klo niat dagang jgn bgini bosqu

fungsi kualitas produk",1
28.0,Quick Buyer,Barang baru saya pakai 1 x kira2 ada 5 menit eh d coba lagi udah gas berfungsi lagi batoknya gak bisa ngisi baterai,1
29.0,Doerin Robb,Barang 3Pcs rusak..lubang kabel data rusak..,1
30.0,junaidi,seharusnya dicek dulu klo mau kirim.. saya beli bukan minta.. 1 barang cacad parah 1 barang lagi buat ngecas gak bisa kecewa bgt beli disini.,1
31.0,hasan,"Barang tidak sesuai gambar bukan samsung,pengiriman lambat,baru 1hari pakai langsung mati..sangat kecewa",1
32.0,S***o,"Sumpah. Jangan beli. Busuk barangnya. Beli 2 gak ada yg nyala. Dikirim juga yg udh pecah 1 biji. Klo pecah delivery pasti ada pecahannya didalem bungkusnya, lah ini engga... 

Klo niat dagang jgn bgini bosqu

fungsi kualitas produk",1
33.0,Quick Buyer,Barang baru saya pakai 1 x kira2 ada 5 menit eh d coba lagi udah gas berfungsi lagi batoknya gak bisa ngisi baterai,1
34.0,Doerin Robb,Barang 3Pcs rusak..lubang kabel data rusak..,1
35.0,TRI CELL,"beli lima, dua tdk berfungsi..sudah jelas tdk bs digunakan msh dikirim jg",1
36.0,Rawi Wie,"Pelayanan buruk,jumlah barang tidak sesuai dengan yg dipesan, tekor di ongkos kirim, tidak tanggap dan tidak respon dengan baik pada pelanggan",1
37.0,ono mobil mobilan,Pelayanan buruk,1
38.0,Siti Halimah,"Barang ruksak dijual, murah dan murahan, chat tidak di balas balas.. parah",1
39.0,Muhamad Indra,Barang tidak berfungsi dengan baik !,1
40.0,TRI CELL,"beli lima, dua tdk berfungsi..sudah jelas tdk bs digunakan msh dikirim jg",1
41.0,Rawi Wie,"Pelayanan buruk,jumlah barang tidak sesuai dengan yg dipesan, tekor di ongkos kirim, tidak tanggap dan tidak respon dengan baik pada pelanggan",1
42.0,ono mobil mobilan,Pelayanan buruk,1
43.0,Siti Halimah,"Barang ruksak dijual, murah dan murahan, chat tidak di balas balas.. parah",1
44.0,Muhamad Indra,Barang tidak berfungsi dengan baik !,1
45.0,sohibul,Mengecewakan,1
46.0,Demas hadi p,Barang rusak,1
47.0,A***n,"Barang ngga berfungsi lebih baik jangan di jual buang aja, beli 2 ngga ada yang fungsi maklum harga murah jadi ngga nyesek bgt, tapi saran saya jangan jual lagi bos kasian yang beli, terimakasih",1
48.0,Encep saepul,Batok  casanya jalan tpi  ga nambh2 btrenya gimana?,1
49.0,FUAD MGT,barang rusak tpi mo komplen males akh cukup tau ajh,1
50.0,sohibul,Mengecewakan,1
51.0,Demas hadi p,Barang rusak,1
52.0,A***n,"Barang ngga berfungsi lebih baik jangan di jual buang aja, beli 2 ngga ada yang fungsi maklum harga murah jadi ngga nyesek bgt, tapi saran saya jangan jual lagi bos kasian yang beli, terimakasih",1
